region,subject,Time,condition,Value
InsulaR,14,229.1667,vaa_iaa,-0.687894328238536
InsulaR,14,230,vaa_iaa,-0.583293258799431
InsulaR,14,230.83329999999998,vaa_iaa,-0.469176448382961
InsulaR,14,231.6667,vaa_iaa,-0.34561327728809876
InsulaR,14,232.5,vaa_iaa,-0.21273764580684473
InsulaR,14,233.33329999999998,vaa_iaa,-0.07075643933908116
InsulaR,14,234.1667,vaa_iaa,0.08004285680017698
InsulaR,14,235,vaa_iaa,0.2392856800127412
InsulaR,14,235.8333,vaa_iaa,0.4065053148627331
InsulaR,14,236.66670000000002,vaa_iaa,0.581139453419764
InsulaR,14,237.5,vaa_iaa,0.7625285884988608
InsulaR,14,238.3333,vaa_iaa,0.9499163938169011
InsulaR,14,239.16670000000002,vaa_iaa,1.1424521972793749
InsulaR,14,240,vaa_iaa,1.3391956021662652
InsulaR,14,240.8333,vaa_iaa,1.5391232571912488
InsulaR,14,241.66670000000002,vaa_iaa,1.741137721620358
InsulaR,14,242.5,vaa_iaa,1.9440783172423062
InsulaR,14,243.3333,vaa_iaa,2.1467338063692347
InsulaR,14,244.1667,vaa_iaa,2.347856685563265
InsulaR,14,245,vaa_iaa,2.546178839712386
InsulaR,14,245.8333,vaa_iaa,2.7404282615931113
InsulaR,14,246.6667,vaa_iaa,2.929346509206286
InsulaR,14,247.5,vaa_iaa,3.111706547841406
InsulaR,14,248.3333,vaa_iaa,3.286330606720402
InsulaR,14,249.1667,vaa_iaa,3.452107671704138
InsulaR,14,250,vaa_iaa,3.608010236204951
InsulaR,14,250.83329999999998,vaa_iaa,3.75310994221512
InsulaR,14,251.66670000000002,vaa_iaa,3.886591762082338
InsulaR,14,252.5,vaa_iaa,4.007766398971702
InsulaR,14,253.33329999999998,vaa_iaa,4.116080619265764
InsulaR,14,254.16670000000002,vaa_iaa,4.211125272689474
InsulaR,14,255,vaa_iaa,4.292640804741817
InsulaR,14,255.83329999999998,vaa_iaa,4.3605201199488945
InsulaR,14,256.66670000000005,vaa_iaa,4.41480871227158
InsulaR,14,257.5,vaa_iaa,4.455702039348095
InsulaR,14,258.3333,vaa_iaa,4.4835401787012135
InsulaR,14,259.16670000000005,vaa_iaa,4.498799865133119
InsulaR,14,260,vaa_iaa,4.502084067801664
InsulaR,14,260.8333,vaa_iaa,4.494109321498334
InsulaR,14,261.6667,vaa_iaa,4.47569107806846
InsulaR,14,262.5,vaa_iaa,4.447727389477275
InsulaR,14,263.3333,vaa_iaa,4.411181272606543
InsulaR,14,264.1667,vaa_iaa,4.36706213650823
InsulaR,14,265,vaa_iaa,4.316406674765952
InsulaR,14,265.8333,vaa_iaa,4.260259638250912
InsulaR,14,266.6667,vaa_iaa,4.199654906555643
InsulaR,14,267.5,vaa_iaa,4.135597269619986
InsulaR,14,268.3333,vaa_iaa,4.069045314638853
InsulaR,14,269.1667,vaa_iaa,4.000895787600833
InsulaR,14,270,vaa_iaa,3.931969764312196
InsulaR,14,270.8333,vaa_iaa,3.8630009232892757
InsulaR,14,271.6667,vaa_iaa,3.794626163421198
InsulaR,14,272.5,vaa_iaa,3.727378753957624
InsulaR,14,273.3333,vaa_iaa,3.6616841444458497
InsulaR,14,274.1667,vaa_iaa,3.597858499134793
InsulaR,14,275,vaa_iaa,3.536109955560693
InsulaR,14,275.8333,vaa_iaa,3.476542542066464
InsulaR,14,276.6667,vaa_iaa,3.4191626254263703
InsulaR,14,277.5,vaa_iaa,3.3638876990702262
InsulaR,14,278.3333,vaa_iaa,3.310557266083448
InsulaR,14,279.1667,vaa_iaa,3.258945520564996
InsulaR,14,280,vaa_iaa,3.2087754872856498
InsulaR,14,280.8333,vaa_iaa,3.1597342439802523
InsulaR,14,281.6667,vaa_iaa,3.111488823917912
InsulaR,14,282.5,vaa_iaa,3.0637023793075446
InsulaR,14,283.3333,vaa_iaa,3.0160501790699
InsulaR,14,284.1667,vaa_iaa,2.9682350177648953
InsulaR,14,285,vaa_iaa,2.92000162598479
InsulaR,14,285.8333,vaa_iaa,2.8711496960447374
InsulaR,14,286.6667,vaa_iaa,2.8215451698240237
InsulaR,14,287.5,vaa_iaa,2.771129477400594
InsulaR,14,288.3333,vaa_iaa,2.719926464740977
InsulaR,14,289.1667,vaa_iaa,2.6680468050225787
InsulaR,14,290,vaa_iaa,2.615689749879913
InsulaR,14,290.8333,vaa_iaa,2.563142142547389
InsulaR,14,291.6667,vaa_iaa,2.510774682982874
InsulaR,14,292.5,vaa_iaa,2.459035503995795
InsulaR,14,293.3333,vaa_iaa,2.408441185537742
InsulaR,14,294.1667,vaa_iaa,2.359565400016798
InsulaR,14,295,vaa_iaa,2.313025443190723
InsulaR,14,295.8333,vaa_iaa,2.269466961380655
InsulaR,14,296.6667,vaa_iaa,2.22954723505153
InsulaR,14,297.5,vaa_iaa,2.1939174199976916
InsulaR,14,298.3333,vaa_iaa,2.163204179410376
InsulaR,14,299.1667,vaa_iaa,2.1379911621468035
InsulaR,14,300,vaa_iaa,2.1188007939556894
InsulaR,14,300.8333,vaa_iaa,2.1060768488737365
InsulaR,14,301.6667,vaa_iaa,2.1001682573730016
InsulaR,14,302.5,vaa_iaa,2.1013145862507367
InsulaR,14,303.33329999999995,vaa_iaa,2.1096335931075423
InsulaR,14,304.1667,vaa_iaa,2.125111216197643
InsulaR,14,305,vaa_iaa,2.1475943093367964
InsulaR,14,305.83329999999995,vaa_iaa,2.1767863725097563
InsulaR,14,306.6667,vaa_iaa,2.212246463117457
InsulaR,14,307.5,vaa_iaa,2.2533914018921073
InsulaR,14,308.33329999999995,vaa_iaa,2.2995013129665978
InsulaR,14,309.1667,vaa_iaa,2.3497284610899762
InsulaR,14,310,vaa_iaa,2.403109272266869
InsulaR,14,310.83329999999995,vaa_iaa,2.458579348920161
InsulaR,14,311.6667,vaa_iaa,2.514991218765311
InsulaR,14,312.5,vaa_iaa,2.5711344896131565
InsulaR,14,313.3333,vaa_iaa,2.625758021860394
InsulaR,14,314.16670000000005,vaa_iaa,2.6775936779195812
InsulaR,14,315,vaa_iaa,2.7253811645543493
InsulaR,14,315.8333,vaa_iaa,2.7678934510897912
InsulaR,14,316.66670000000005,vaa_iaa,2.803962224611004
InsulaR,14,317.5,vaa_iaa,2.8325028331457647
InsulaR,14,318.3333,vaa_iaa,2.8525381697946206
InsulaR,14,319.16670000000005,vaa_iaa,2.863220964896125
InsulaR,14,320,vaa_iaa,2.863853979401496
InsulaR,14,320.8333,vaa_iaa,2.8539076302129898
InsulaR,14,321.66670000000005,vaa_iaa,2.833034626588934
InsulaR,14,322.5,vaa_iaa,2.80108125486418
InsulaR,14,323.3333,vaa_iaa,2.758095015480844
InsulaR,14,324.1667,vaa_iaa,2.7043283902763733
InsulaR,14,325,vaa_iaa,2.640238597568653
InsulaR,14,325.8333,vaa_iaa,2.566483276112837
InsulaR,14,326.6667,vaa_iaa,2.48391212468314
InsulaR,14,327.5,vaa_iaa,2.3935546099994376
InsulaR,14,328.3333,vaa_iaa,2.2966039400997866
InsulaR,14,329.1667,vaa_iaa,2.194397581205228
InsulaR,14,330,vaa_iaa,2.088394671847551
InsulaR,14,330.8333,vaa_iaa,1.9801507568536758
InsulaR,14,331.6667,vaa_iaa,1.8712903241629188
InsulaR,14,332.5,vaa_iaa,1.7634776780329253
InsulaR,14,333.3333,vaa_iaa,1.658386721812644
InsulaR,14,334.1667,vaa_iaa,1.5576702512033511
InsulaR,14,335,vaa_iaa,1.462929374123655
InsulaR,14,335.8333,vaa_iaa,1.375683675545939
InsulaR,14,336.6667,vaa_iaa,1.297342734858446
InsulaR,14,337.5,vaa_iaa,1.2291795795967182
InsulaR,14,338.3333,vaa_iaa,1.17230662322259
InsulaR,14,339.1667,vaa_iaa,1.127654586725493
InsulaR,14,340,vaa_iaa,1.095954845151044
InsulaR,14,340.8333,vaa_iaa,1.077725571931632
InsulaR,14,341.6667,vaa_iaa,1.0732619775236159
