region,Time,condition,Value,SE
AGR,28.3333,iaa_bi,-0.133814972,0.097422798
AGR,29.1667,iaa_bi,-0.142294474,0.096329061
AGR,30,iaa_bi,-0.149698957,0.095174624
AGR,30.8333,iaa_bi,-0.155889261,0.093990836
AGR,31.6667,iaa_bi,-0.160748188,0.092805002
AGR,32.5,iaa_bi,-0.164182911,0.091638601
AGR,33.3333,iaa_bi,-0.166126918,0.090505787
AGR,34.1667,iaa_bi,-0.166541439,0.089412326
AGR,35,iaa_bi,-0.165416337,0.08835511
AGR,35.8333,iaa_bi,-0.162770429,0.087322338
AGR,36.6667,iaa_bi,-0.158651247,0.086294356
AGR,37.5,iaa_bi,-0.153134221,0.085245117
AGR,38.3333,iaa_bi,-0.146321313,0.084144122
AGR,39.1667,iaa_bi,-0.13833913,0.082958695
AGR,40,iaa_bi,-0.12933654,0.081656409
AGR,40.8333,iaa_bi,-0.119481852,0.080207538
AGR,41.6667,iaa_bi,-0.10895961,0.078587416
AGR,42.5,iaa_bi,-0.097967066,0.076778633
AGR,43.3333,iaa_bi,-0.086710402,0.074773063
AGR,44.1667,iaa_bi,-0.075400787,0.072573722
AGR,45,iaa_bi,-0.064250327,0.070196486
AGR,45.8333,iaa_bi,-0.05346802,0.067671698
AGR,46.6667,iaa_bi,-0.043255764,0.065045643
AGR,47.5,iaa_bi,-0.033804533,0.062381765
AGR,48.3333,iaa_bi,-0.02529076,0.059761328
AGR,49.1667,iaa_bi,-0.017873038,0.057282914
AGR,50,iaa_bi,-0.011689174,0.055059754
AGR,50.8333,iaa_bi,-0.006853663,0.0532136
AGR,51.6667,iaa_bi,-0.003455644,0.051864058
AGR,52.5,iaa_bi,-0.001557353,0.051113562
AGR,53.3333,iaa_bi,-0.001193121,0.051030733
AGR,54.1667,iaa_bi,-0.002368927,0.051637282
AGR,55,iaa_bi,-0.005062503,0.052903766
AGR,55.8333,iaa_bi,-0.009223999,0.054755959
AGR,56.6667,iaa_bi,-0.014777184,0.057088813
AGR,57.5,iaa_bi,-0.021621148,0.059782471
AGR,58.3333,iaa_bi,-0.029632475,0.062715775
AGR,59.1667,iaa_bi,-0.038667836,0.065775396
AGR,60,iaa_bi,-0.048566939,0.068860817
AGR,60.8333,iaa_bi,-0.059155786,0.071886361
AGR,61.6667,iaa_bi,-0.070250148,0.074781444
AGR,62.5,iaa_bi,-0.081659206,0.077489924
AGR,63.3333,iaa_bi,-0.093189261,0.079969067
AGR,64.1667,iaa_bi,-0.104647457,0.082188389
AGR,65,iaa_bi,-0.115845417,0.084128491
AGR,65.8333,iaa_bi,-0.126602746,0.085779932
AGR,66.6667,iaa_bi,-0.136750303,0.087142128
AGR,67.5,iaa_bi,-0.146133202,0.088222281
AGR,68.3333,iaa_bi,-0.154613465,0.08903431
AGR,69.1667,iaa_bi,-0.162072294,0.089597787
AGR,70,iaa_bi,-0.168411906,0.089936879
AGR,70.8333,iaa_bi,-0.173556914,0.0900793
AGR,71.6667,iaa_bi,-0.177455219,0.090055285
AGR,72.5,iaa_bi,-0.180078421,0.089896612
AGR,73.3333,iaa_bi,-0.181421724,0.089635694
AGR,74.1667,iaa_bi,-0.181503376,0.08930475
AGR,75,iaa_bi,-0.180363637,0.088935101
AGR,75.8333,iaa_bi,-0.178063326,0.088556588
AGR,76.6667,iaa_bi,-0.174681979,0.088197124
AGR,77.5,iaa_bi,-0.170315654,0.087882389
AGR,78.3333,iaa_bi,-0.165074463,0.087635636
AGR,79.1667,iaa_bi,-0.159079862,0.087477593
AGR,80,iaa_bi,-0.152461782,0.087426437
AGR,80.8333,iaa_bi,-0.145355654,0.087497769
AGR,81.6667,iaa_bi,-0.137899399,0.087704594
AGR,82.5,iaa_bi,-0.130230456,0.088057248
AGR,83.3333,iaa_bi,-0.122482898,0.088563255
AGR,84.1667,iaa_bi,-0.114784706,0.08922714
AGR,85,iaa_bi,-0.107255255,0.090050183
AGR,85.8333,iaa_bi,-0.100003066,0.091030165
AGR,86.6667,iaa_bi,-0.093123853,0.092161143
AGR,87.5,iaa_bi,-0.086698925,0.093433291
AGR,88.3333,iaa_bi,-0.080793942,0.09483286
AGR,89.1667,iaa_bi,-0.075458068,0.096342267
AGR,90,iaa_bi,-0.070723514,0.097940343
AGR,90.8333,iaa_bi,-0.066605475,0.099602726
AGR,91.6667,iaa_bi,-0.06310246,0.101302397
AGR,92.5,iaa_bi,-0.060196982,0.103010323
AGR,93.3333,iaa_bi,-0.057856598,0.104696188
AGR,94.1667,iaa_bi,-0.056035257,0.106329172
AGR,95,iaa_bi,-0.054674916,0.107878751
AGR,95.8333,iaa_bi,-0.053707385,0.109315499
AGR,96.6667,iaa_bi,-0.053056347,0.11061186
AGR,97.5,iaa_bi,-0.052639502,0.111742886
AGR,98.3333,iaa_bi,-0.052370785,0.112686916
AGR,99.1667,iaa_bi,-0.052162602,0.113426202
AGR,100,iaa_bi,-0.051928022,0.113947471
AGR,100.8333,iaa_bi,-0.051582891,0.114242415
AGR,101.6667,iaa_bi,-0.051047809,0.114308117
AGR,102.5,iaa_bi,-0.050249928,0.114147396
AGR,103.3333,iaa_bi,-0.049124532,0.113769078
AGR,104.1667,iaa_bi,-0.047616376,0.113188174
AGR,105,iaa_bi,-0.045680745,0.112425958
AGR,105.8333,iaa_bi,-0.043284232,0.111509915
AGR,106.6667,iaa_bi,-0.040405207,0.110473541
AGR,107.5,iaa_bi,-0.037033992,0.10935595
AGR,108.3333,iaa_bi,-0.033172733,0.108201254
AGR,109.1667,iaa_bi,-0.028834988,0.10705765
AGR,110,iaa_bi,-0.024045057,0.105976201
AGR,110.8333,iaa_bi,-0.018837065,0.105009262
AGR,111.6667,iaa_bi,-0.013253836,0.104208572
AGR,112.5,iaa_bi,-0.007345605,0.103623074
AGR,113.3333,iaa_bi,-0.001168579,0.103296585
AGR,114.1667,iaa_bi,0.005216576,0.103265508
AGR,115,iaa_bi,0.011746308,0.103556819
AGR,115.8333,iaa_bi,0.018355757,0.104186583
AGR,116.6667,iaa_bi,0.024980289,0.105159169
AGR,117.5,iaa_bi,0.031556964,0.106467288
AGR,118.3333,iaa_bi,0.038025875,0.10809281
AGR,119.1667,iaa_bi,0.044331353,0.110008228
AGR,120,iaa_bi,0.050422988,0.112178558
AGR,120.8333,iaa_bi,0.056256447,0.114563425
AGR,121.6667,iaa_bi,0.061794084,0.117119121
AGR,122.5,iaa_bi,0.06700531,0.119800476
AGR,123.3333,iaa_bi,0.071866743,0.122562435
AGR,124.1667,iaa_bi,0.076362117,0.125361318
AGR,125,iaa_bi,0.080481977,0.128155753
AGR,125.8333,iaa_bi,0.084223162,0.130907331
AGR,126.6667,iaa_bi,0.087588113,0.133581015
AGR,127.5,iaa_bi,0.090584008,0.136145383
AGR,128.3333,iaa_bi,0.093221776,0.138572713
AGR,129.1667,iaa_bi,0.09551502,0.14083899
AGR,130,iaa_bi,0.097478869,0.142923842
AGR,130.8333,iaa_bi,0.09912882,0.144810446
AGR,131.6667,iaa_bi,0.100479595,0.14648541
