subject,label,condition,trial,meanAmplitude,Alpha_bandPower,Beta_bandPower,Delta_bandPower,Theta_bandPower,Alpha_bandITPC,Beta_bandITPC,Delta_bandITPC,Theta_bandITPC
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,25,-23.713608136621485,32362.650092835018,10391.006785149137,85992.33331778597,70951.22777622147,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,26,-45.174158328399145,18639.19271415521,2762.1494122006834,24799.69917281867,31921.492554913446,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,27,23.459813612750228,18828.296558515824,3552.156808943016,1530.2675719049034,22326.450029759304,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,28,-52.953931973186286,39768.81496486527,3029.6459417848873,285324.79546671995,56243.11547354472,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,29,-4.93380857735918,10101.554239222514,8068.440253442819,46238.73208332484,4987.887413581402,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,30,-15.153696325290353,4872.100515535369,4198.230606911146,86682.71565408561,22564.265537126692,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,31,18.481991899846296,42932.14976662959,8973.346035443008,450531.8111159275,204625.01495163026,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,32,-2.4251043008035555,4158608.999390247,1582830.1076548672,16782099.886859246,6337887.893900129,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,33,-43.76710986150963,19945.336561668315,2821.2926018365206,61642.36933504693,32442.07017056803,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,34,31.27833108049407,2122.0096033522277,1961.206054366752,64915.85304603264,4593.245858754579,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
